Reservoir,Site,Date,Depth,TEMP_C,CHLA_ugL,TURB_ntu,COND_uScm,DO_mgL,PSAT
CCR,CCR,2016-08-13 00:27:00,19.889,11.958,0.7912,4.7606,68.945558,4.33862,40.23269
CCR,CCR,2016-08-13 00:27:00,19.896,11.9583,0.8026,4.8335,68.932073,4.33541,40.20326
CCR,CCR,2016-08-13 00:27:00,19.902,11.9585,0.8204,4.9854,68.909423,4.32504,40.10722
CCR,CCR,2016-08-13 00:27:00,19.904,11.9579,0.8414,5.1779,68.895666,4.31055,39.9723
CCR,CCR,2016-08-13 00:27:00,19.904,11.9555,0.8551,5.3137,68.877091,4.29047,39.78393
CCR,CCR,2016-08-13 00:27:00,19.901,11.9516,0.8556,5.3544,68.860793,4.28125,39.69491
CCR,CCR,2016-08-13 00:27:00,19.903,11.9469,0.842,5.3247,68.854474,4.26966,39.58318
CCR,CCR,2016-08-13 00:27:00,19.916,11.9428,0.8205,5.2589,68.844401,4.26222,39.51052
CCR,CCR,2016-08-13 00:27:00,19.934,11.9397,0.8034,5.2026,68.841945,4.25389,39.43059
CCR,CCR,2016-08-13 00:27:00,19.954,11.9375,0.7944,5.1796,68.854481,4.25623,39.45025
CCR,CCR,2016-08-13 00:27:00,19.971,11.936,0.7903,5.1917,68.853226,4.25923,39.47676
CCR,CCR,2016-08-13 00:27:00,19.979,11.935,0.7895,5.2251,68.831821,4.26197,39.50118
CCR,CCR,2016-08-13 00:27:00,19.983,11.9344,0.7901,5.2486,68.822708,4.26442,39.52343
CCR,CCR,2016-08-13 00:27:00,19.988,11.9343,0.7919,5.2478,68.837513,4.26757,39.55245
CCR,CCR,2016-08-13 00:27:00,19.994,11.9344,0.7982,5.2202,68.858095,4.26331,39.51312
CCR,CCR,2016-08-13 00:27:00,20,11.9344,0.809,5.1711,68.87388,4.26228,39.50358
CCR,CCR,2016-08-13 00:27:00,20.002,11.934,0.8195,5.1298,68.883053,4.25417,39.428
CCR,CCR,2016-08-13 00:27:00,20.01,11.933,0.8276,5.1126,68.886052,4.24387,39.33168
CCR,CCR,2016-08-13 00:27:00,20.015,11.932,0.833,5.1047,68.893717,4.22958,39.19833
CCR,CCR,2016-08-13 00:27:00,20.022,11.9308,0.8351,5.0948,68.912107,4.2244,39.14926
CCR,CCR,2016-08-13 00:27:00,20.032,11.9287,0.8353,5.0964,68.930063,4.21147,39.02758
CCR,CCR,2016-08-13 00:27:00,20.042,11.9258,0.8335,5.1178,68.948357,4.19428,38.86571
CCR,CCR,2016-08-13 00:27:00,20.044,11.9228,0.8276,5.1532,68.955804,4.18938,38.81769
CCR,CCR,2016-08-13 00:27:00,20.047,11.9204,0.8164,5.2088,68.932302,4.1843,38.76845
CCR,CCR,2016-08-13 00:27:00,20.058,11.9192,0.8032,5.2799,68.895679,4.17197,38.65319
CCR,CCR,2016-08-13 00:27:00,20.074,11.9191,0.7937,5.3431,68.880343,4.15815,38.52505
CCR,CCR,2016-08-13 00:27:00,20.089,11.9197,0.7895,5.3935,68.874174,4.15136,38.46265
CCR,CCR,2016-08-13 00:27:00,20.099,11.92,0.7892,5.4514,68.845405,4.13569,38.31773
CCR,CCR,2016-08-13 00:27:00,20.103,11.9197,0.791,5.5209,68.830542,4.10999,38.07931
CCR,CCR,2016-08-13 00:27:00,20.106,11.9181,0.7929,5.5769,68.853731,4.08554,37.85144
CCR,CCR,2016-08-13 00:27:00,20.109,11.9149,0.7962,5.6137,68.87899,4.0481,37.50185
CCR,CCR,2016-08-13 00:27:00,20.113,11.9106,0.8045,5.6368,68.888957,4.02302,37.26583
CCR,CCR,2016-08-13 00:27:00,20.118,11.9062,0.8165,5.6418,68.890309,4.00006,37.0495
CCR,CCR,2016-08-13 00:27:00,20.129,11.9027,0.827,5.6381,68.88742,3.98337,36.89189
CCR,CCR,2016-08-13 00:27:00,20.143,11.9005,0.8334,5.635,68.893577,3.97276,36.79179
CCR,CCR,2016-08-13 00:27:00,20.155,11.8993,0.8354,5.6284,68.924476,3.97099,36.77442
CCR,CCR,2016-08-13 00:27:00,20.163,11.8983,0.8346,5.621,68.964263,3.96659,36.73281
CCR,CCR,2016-08-13 00:27:00,20.167,11.8973,0.8333,5.62,68.99945,3.97304,36.79171
CCR,CCR,2016-08-13 00:27:00,20.171,11.8962,0.8318,5.6193,69.039421,3.97467,36.80591
CCR,CCR,2016-08-13 00:27:00,20.174,11.8948,0.8281,5.6131,69.072746,3.97229,36.78267
CCR,CCR,2016-08-13 00:27:00,20.177,11.8935,0.8191,5.6044,69.092248,3.96658,36.72879
CCR,CCR,2016-08-13 00:27:00,20.176,11.8923,0.8059,5.5919,69.113167,3.96316,36.69607
CCR,CCR,2016-08-13 00:27:00,20.177,11.8911,0.7938,5.5722,69.118994,3.95737,36.64152
CCR,CCR,2016-08-13 00:27:00,20.177,11.8899,0.7857,5.5482,69.097227,3.943,36.50741
CCR,CCR,2016-08-13 00:27:00,20.179,11.8887,0.7812,5.5158,69.080212,3.92956,36.38194
CCR,CCR,2016-08-13 00:27:00,20.18,11.8879,0.7789,5.4755,69.077469,3.91137,36.21289
CCR,CCR,2016-08-13 00:27:00,20.181,11.8876,0.7783,5.4463,69.06417,3.88914,36.00687
CCR,CCR,2016-08-13 00:27:00,20.188,11.8877,0.7794,5.4422,69.046808,3.85334,35.67551
CCR,CCR,2016-08-13 00:27:00,20.199,11.8876,0.781,5.4665,69.042841,3.80452,35.22337
CCR,CCR,2016-08-13 00:27:00,20.206,11.8867,0.78,5.5086,69.041172,3.75097,34.72691
CCR,CCR,2016-08-13 00:27:00,20.201,11.8848,0.7757,5.5489,69.055411,3.69291,34.18792
CCR,CCR,2016-08-13 00:27:00,20.198,11.882,0.7708,5.5718,69.113451,3.65402,33.82572
CCR,CCR,2016-08-13 00:27:00,20.205,11.8786,0.766,5.5662,69.196633,3.61926,33.50134
CCR,CCR,2016-08-13 00:27:00,20.228,11.8749,0.7584,5.5352,69.299028,3.60035,33.32348
CCR,CCR,2016-08-13 00:27:00,20.257,11.871,0.7509,5.5002,69.459988,3.58865,33.21228
CCR,CCR,2016-08-13 00:27:00,20.278,11.867,0.7497,5.4876,69.654164,3.58973,33.21927
CCR,CCR,2016-08-13 00:27:00,20.292,11.8632,0.7556,5.5132,69.806829,3.57645,33.09358
CCR,CCR,2016-08-13 00:27:00,20.308,11.8597,0.771,5.5886,69.910502,3.571,33.04047
CCR,CCR,2016-08-13 00:27:00,20.327,11.8567,0.7945,5.6903,69.978772,3.5653,32.98549
CCR,CCR,2016-08-13 00:27:00,20.344,11.8542,0.8148,5.77,70.009762,3.55371,32.87639
CCR,CCR,2016-08-13 00:27:00,20.357,11.8519,0.8265,5.8203,70.037841,3.54794,32.82127
CCR,CCR,2016-08-13 00:27:00,20.365,11.8497,0.8328,5.8569,70.102627,3.52992,32.65297
CCR,CCR,2016-08-13 00:27:00,20.368,11.8475,0.836,5.8827,70.179225,3.52425,32.59896
CCR,CCR,2016-08-13 00:27:00,20.378,11.8456,0.8369,5.8989,70.21577,3.5057,32.42596
CCR,CCR,2016-08-13 00:27:00,20.4,11.8444,0.8369,5.9166,70.207951,3.49428,32.31937
CCR,CCR,2016-08-13 00:27:00,20.423,11.8436,0.8376,5.9463,70.179786,3.47153,32.10841
CCR,CCR,2016-08-13 00:27:00,20.434,11.8427,0.8377,5.981,70.151881,3.45369,31.94273
CCR,CCR,2016-08-13 00:27:00,20.431,11.8407,0.8353,6.0059,70.136873,3.42879,31.71099
CCR,CCR,2016-08-13 00:27:00,20.421,11.8373,0.8313,6.0083,70.13076,3.40384,31.47782
CCR,CCR,2016-08-13 00:27:00,20.414,11.8333,0.8257,5.9624,70.125888,3.39497,31.39291
CCR,CCR,2016-08-13 00:27:00,20.418,11.8302,0.8169,5.8445,70.118949,3.37693,31.22387
CCR,CCR,2016-08-13 00:27:00,20.433,11.8288,0.8071,5.6941,70.096044,3.36345,31.09823
CCR,CCR,2016-08-13 00:27:00,20.451,11.8286,0.8013,5.5846,70.057091,3.34322,30.91109
CCR,CCR,2016-08-13 00:27:00,20.466,11.8277,0.8004,5.5347,70.013789,3.30746,30.5798
CCR,CCR,2016-08-13 00:27:00,20.469,11.8249,0.8053,5.5311,69.966641,3.27677,30.29411
CCR,CCR,2016-08-13 00:27:00,20.462,11.8203,0.8142,5.5511,69.935202,3.2406,29.95658
CCR,CCR,2016-08-13 00:27:00,20.457,11.8151,0.8195,5.5646,69.937192,3.21737,29.73825
CCR,CCR,2016-08-13 00:27:00,20.462,11.8101,0.8189,5.5671,69.961095,3.19987,29.57318
CCR,CCR,2016-08-13 00:27:00,20.478,11.806,0.8151,5.5639,69.993204,3.19056,29.48437
CCR,CCR,2016-08-13 00:27:00,20.503,11.803,0.8119,5.5634,70.028026,3.18033,29.38782
CCR,CCR,2016-08-13 00:27:00,20.538,11.801,0.8155,5.5894,70.068821,3.17716,29.35717
CCR,CCR,2016-08-13 00:27:00,20.563,11.8,0.8305,5.6683,70.104379,3.17252,29.31362
CCR,CCR,2016-08-13 00:27:00,20.577,11.7994,0.8599,5.8314,70.114059,3.16225,29.21839
CCR,CCR,2016-08-13 00:27:00,20.588,11.7988,0.8967,6.057,70.096427,3.14944,29.09961
CCR,CCR,2016-08-13 00:27:00,20.604,11.7978,0.9266,6.2645,70.05682,3.1314,28.93228
CCR,CCR,2016-08-13 00:27:00,20.613,11.796,0.9476,6.4337,70.006766,3.10891,28.72325
CCR,CCR,2016-08-13 00:27:00,20.618,11.7934,0.9646,6.604,69.965047,3.0825,28.47761
CCR,CCR,2016-08-13 00:27:00,20.625,11.7898,0.9821,6.8242,69.940617,3.06615,28.32418
CCR,CCR,2016-08-13 00:27:00,20.637,11.786,1.0018,7.0832,69.924955,3.04596,28.13523
CCR,CCR,2016-08-13 00:27:00,20.649,11.7824,1.0199,7.2979,69.923924,3.02974,27.98313
CCR,CCR,2016-08-13 00:27:00,20.665,11.7794,1.0348,7.4455,69.965361,3.01548,27.84954
CCR,CCR,2016-08-13 00:27:00,20.684,11.7772,1.0499,7.5641,70.038229,3.00341,27.73668
CCR,CCR,2016-08-13 00:27:00,20.698,11.7755,1.0648,7.6717,70.091676,2.99056,27.61688
CCR,CCR,2016-08-13 00:27:00,20.704,11.7738,1.075,7.7671,70.119872,2.97734,27.49374
CCR,CCR,2016-08-13 00:27:00,20.711,11.7716,1.0812,7.8645,70.142384,2.96025,27.33459
CCR,CCR,2016-08-13 00:27:00,20.721,11.7686,1.0875,7.9909,70.153169,2.94329,27.1761
CCR,CCR,2016-08-13 00:27:00,20.736,11.765,1.0944,8.1399,70.159116,2.92192,26.97661
CCR,CCR,2016-08-13 00:27:00,20.748,11.7612,1.1007,8.2837,70.183901,2.90483,26.81651
CCR,CCR,2016-08-13 00:27:00,20.763,11.7574,1.107,8.4288,70.226101,2.88587,26.6391
CCR,CCR,2016-08-13 00:27:00,20.782,11.7537,1.1169,8.6011,70.258816,2.87679,26.55304
CCR,CCR,2016-08-13 00:27:00,20.798,11.7504,1.128,8.786,70.282736,2.86155,26.41044
CCR,CCR,2016-08-13 00:27:00,20.812,11.7477,1.1347,8.9344,70.318298,2.84323,26.23977
CCR,CCR,2016-08-13 00:27:00,20.826,11.746,1.1374,9.0355,70.348878,2.83291,26.14344
CCR,CCR,2016-08-13 00:27:00,20.836,11.7451,1.1366,9.1059,70.366566,2.82792,26.0969
CCR,CCR,2016-08-13 00:27:00,20.844,11.744,1.1284,9.1575,70.404192,2.80364,25.8722
CCR,CCR,2016-08-13 00:27:00,20.854,11.742,1.1146,9.1893,70.457732,2.77809,25.63527
CCR,CCR,2016-08-13 00:27:00,20.857,11.7394,1.1022,9.1753,70.493268,2.76202,25.48546
CCR,CCR,2016-08-13 00:27:00,20.857,11.7366,1.092,9.1005,70.522286,2.74578,25.33393
CCR,CCR,2016-08-13 00:27:00,20.86,11.7342,1.0808,8.954,70.584652,2.73191,25.20461
CCR,CCR,2016-08-13 00:27:00,20.872,11.7323,1.0708,8.7653,70.668885,2.71848,25.07963
CCR,CCR,2016-08-13 00:27:00,20.882,11.7308,1.0664,8.6194,70.733185,2.69842,24.8937
CCR,CCR,2016-08-13 00:27:00,20.887,11.7293,1.0701,8.5492,70.774618,2.67293,24.65772
CCR,CCR,2016-08-13 00:27:00,20.893,11.7275,1.0848,8.5395,70.80825,2.64657,24.41352
CCR,CCR,2016-08-13 00:27:00,20.902,11.7252,1.1076,8.5718,70.835014,2.6186,24.15431
CCR,CCR,2016-08-13 00:27:00,20.909,11.7222,1.1278,8.6226,70.847992,2.59377,23.9236
CCR,CCR,2016-08-13 00:27:00,20.913,11.7186,1.141,8.6872,70.868716,2.57648,23.76219
CCR,CCR,2016-08-13 00:27:00,20.923,11.7147,1.1493,8.7735,70.930829,2.56077,23.61518
CCR,CCR,2016-08-13 00:27:00,20.943,11.7113,1.1533,8.8795,71.014746,2.55087,23.52203
CCR,CCR,2016-08-13 00:27:00,20.973,11.7089,1.1546,9.0036,71.088624,2.54863,23.50013
CCR,CCR,2016-08-13 00:27:00,21,11.7075,1.1567,9.1652,71.152083,2.5383,23.4041
CCR,CCR,2016-08-13 00:27:00,21.018,11.7063,1.1621,9.4016,71.203972,2.52732,23.30225
CCR,CCR,2016-08-13 00:27:00,21.027,11.7046,1.1723,9.7772,71.236035,2.51251,23.16485
CCR,CCR,2016-08-13 00:27:00,21.03,11.7021,1.1855,10.2363,71.240758,2.49496,23.00167
CCR,CCR,2016-08-13 00:27:00,21.032,11.6986,1.194,10.5741,71.233457,2.46375,22.71219
CCR,CCR,2016-08-13 00:27:00,21.036,11.6946,1.1942,10.717,71.244316,2.4488,22.57222
CCR,CCR,2016-08-13 00:27:00,21.04,11.6902,1.1879,10.7101,71.278239,2.41316,22.24154
CCR,CCR,2016-08-13 00:27:00,21.049,11.6857,1.1786,10.6258,71.324191,2.37112,21.85179
CCR,CCR,2016-08-13 00:27:00,21.061,11.6809,1.1703,10.587,71.36631,2.32855,21.45711
CCR,CCR,2016-08-13 00:27:00,21.071,11.6751,1.1642,10.6577,71.39173,2.27111,20.92505
CCR,CCR,2016-08-13 00:27:00,21.077,11.6677,1.1608,10.8511,71.401203,2.21058,20.36394
CCR,CCR,2016-08-13 00:27:00,21.083,11.658,1.1605,11.117,71.419347,2.16109,19.9036
CCR,CCR,2016-08-13 00:27:00,21.087,11.6465,1.1616,11.3453,71.485138,2.10537,19.38533
CCR,CCR,2016-08-13 00:27:00,21.091,11.635,1.1653,11.5157,71.598046,2.07497,19.10035
CCR,CCR,2016-08-13 00:27:00,21.095,11.6248,1.1747,11.6703,71.731952,2.05168,18.88157
CCR,CCR,2016-08-13 00:27:00,21.108,11.6167,1.1865,11.8113,71.886413,2.02014,18.58791
CCR,CCR,2016-08-13 00:27:00,21.131,11.6113,1.1937,11.9134,72.056431,1.96934,18.11821
CCR,CCR,2016-08-13 00:27:00,21.151,11.6077,1.1969,11.9717,72.209018,1.88708,17.36005
CCR,CCR,2016-08-13 00:27:00,21.16,11.603,1.1983,12.0019,72.312567,1.7614,16.20212
CCR,CCR,2016-08-13 00:27:00,21.16,11.5937,1.1988,12.0189,72.352512,1.59017,14.62396
CCR,CCR,2016-08-13 00:27:00,21.153,11.5772,1.1989,12.0283,72.355574,1.39774,12.8494
CCR,CCR,2016-08-13 00:27:00,21.147,11.5532,1.1966,12.0223,72.402899,1.19831,11.00998
CCR,CCR,2016-08-13 00:27:00,21.148,11.5244,1.188,11.9937,72.577397,1.01543,9.32355
CCR,CCR,2016-08-13 00:27:00,21.159,11.4934,1.1703,11.9336,72.901503,0.85959,7.88702
CCR,CCR,2016-08-13 00:27:00,21.18,11.4614,1.1492,11.858,73.327087,0.73569,6.74525
CCR,CCR,2016-08-13 00:27:00,21.201,11.429,1.1373,11.8132,73.778853,0.66213,6.06632
CCR,CCR,2016-08-13 00:27:00,21.218,11.3987,1.1386,11.8261,74.238691,0.63825,5.84349
CCR,CCR,2016-08-13 00:27:00,21.231,11.3746,1.1519,11.9059,74.722772,0.64631,5.91399
CCR,CCR,2016-08-13 00:27:00,21.244,11.3594,1.1733,12.0167,75.209544,0.67435,6.16845
CCR,CCR,2016-08-13 00:27:00,21.255,11.3538,1.192,12.0816,75.631969,0.71838,6.57032
CCR,CCR,2016-08-13 00:27:00,21.263,11.3585,1.2044,12.0686,75.899817,0.77185,7.06012
CCR,CCR,2016-08-13 00:27:00,21.264,11.3733,1.2133,11.972,75.994123,0.81811,7.4859
CCR,CCR,2016-08-13 00:27:00,21.264,11.3932,1.2197,11.8244,75.976188,0.85788,7.85336
CCR,CCR,2016-08-13 00:27:00,21.266,11.4101,1.2247,11.7043,75.907515,0.88554,8.1097
CCR,CCR,2016-08-13 00:27:00,21.268,11.4196,1.2315,11.6266,75.824024,0.89383,8.1874
CCR,CCR,2016-08-13 00:27:00,21.269,11.4237,1.2424,11.5603,75.751657,0.90161,8.2595
CCR,CCR,2016-08-13 00:27:00,21.269,11.4253,1.2604,11.5004,75.721333,0.88034,8.06491
CCR,CCR,2016-08-13 00:27:00,21.271,11.4242,1.2825,11.4526,75.753089,0.84594,7.7496
CCR,CCR,2016-08-13 00:27:00,21.273,11.4166,1.2967,11.4247,75.839327,0.82977,7.60014
CCR,CCR,2016-08-13 00:27:00,21.274,11.3983,1.2965,11.4299,75.958856,0.74164,6.79003
CCR,CCR,2016-08-13 00:27:00,21.276,11.3699,1.283,11.4788,76.129491,0.704,6.44121
CCR,CCR,2016-08-13 01:36:00,0.832,27.3425,1.2417,0.3094,91.679019,5.64959,71.3631
CCR,CCR,2016-08-13 01:36:00,0.839,27.3543,1.2433,0.308,91.707741,5.74595,72.59555
CCR,CCR,2016-08-13 01:36:00,0.872,27.3643,1.2464,0.3072,91.726588,5.85506,73.98729
CCR,CCR,2016-08-13 01:36:00,0.915,27.3726,1.2521,0.3012,91.720486,5.98571,75.64936
CCR,CCR,2016-08-13 01:36:00,0.941,27.3798,1.2603,0.2951,91.697859,6.10772,77.20133
CCR,CCR,2016-08-13 01:36:00,0.951,27.3856,1.2699,0.2955,91.700916,6.21972,78.62507
CCR,CCR,2016-08-13 01:36:00,0.946,27.3899,1.2753,0.299,91.722433,6.33753,80.12059
CCR,CCR,2016-08-13 01:36:00,0.928,27.3918,1.2722,0.303,91.735989,6.42042,81.17117
CCR,CCR,2016-08-13 01:36:00,0.909,27.3902,1.2616,0.3075,91.74922,6.46544,81.738
CCR,CCR,2016-08-13 01:36:00,0.901,27.3849,1.2441,0.3091,91.757613,6.46849,81.76894
CCR,CCR,2016-08-13 01:36:00,0.905,27.3756,1.2217,0.3059,91.737275,6.43657,81.35188
CCR,CCR,2016-08-13 01:36:00,0.908,27.3634,1.2024,0.3052,91.714947,6.39908,80.86048
CCR,CCR,2016-08-13 01:36:00,0.913,27.3523,1.1905,0.3101,91.724875,6.38183,80.62644
CCR,CCR,2016-08-13 01:36:00,0.934,27.3463,1.184,0.3139,91.739557,6.37204,80.49422
CCR,CCR,2016-08-13 01:36:00,0.954,27.3457,1.1827,0.3188,91.750848,6.38121,80.60916
CCR,CCR,2016-08-13 01:36:00,0.962,27.349,1.187,0.3284,91.773817,6.41926,81.0946
CCR,CCR,2016-08-13 01:36:00,0.968,27.3551,1.1948,0.3327,91.796498,6.46444,81.67422
CCR,CCR,2016-08-13 01:36:00,0.969,27.363,1.2042,0.3305,91.814888,6.52269,82.42182
CCR,CCR,2016-08-13 01:36:00,0.973,27.3716,1.2148,0.3304,91.821826,6.57981,83.1564
CCR,CCR,2016-08-13 01:36:00,0.982,27.3791,1.2247,0.3323,91.811124,6.61477,83.60943
CCR,CCR,2016-08-13 01:36:00,0.986,27.3843,1.2323,0.3346,91.808067,6.63748,83.90424
CCR,CCR,2016-08-13 01:36:00,0.991,27.388,1.2368,0.3388,91.821893,6.65059,84.07551
CCR,CCR,2016-08-13 01:36:00,1.008,27.3906,1.24,0.344,91.828147,6.6478,84.04413
CCR,CCR,2016-08-13 01:36:00,1.025,27.3921,1.2424,0.3411,91.836539,6.62945,83.81434
CCR,CCR,2016-08-13 01:36:00,1.036,27.3928,1.2432,0.3294,91.875439,6.60674,83.52832
CCR,CCR,2016-08-13 01:36:00,1.057,27.393,1.2429,0.3183,91.923059,6.58093,83.20226
CCR,CCR,2016-08-13 01:36:00,1.073,27.3919,1.2427,0.3117,91.957928,6.56596,83.01145
CCR,CCR,2016-08-13 01:36:00,1.081,27.3901,1.2423,0.3103,91.999393,6.55832,82.91211
CCR,CCR,2016-08-13 01:36:00,1.1,27.3893,1.2406,0.3102,92.03439,6.57828,83.16327
CCR,CCR,2016-08-13 01:36:00,1.116,27.3898,1.2383,0.3067,92.042101,6.61073,83.57425
CCR,CCR,2016-08-13 01:36:00,1.12,27.3904,1.2365,0.3046,92.050713,6.62392,83.74195
CCR,CCR,2016-08-13 01:36:00,1.123,27.3902,1.2341,0.3104,92.070563,6.61218,83.59323
CCR,CCR,2016-08-13 01:36:00,1.134,27.3882,1.2298,0.3209,92.082823,6.58877,83.29432
CCR,CCR,2016-08-13 01:36:00,1.145,27.3839,1.2223,0.3264,92.090762,6.55187,82.82151
CCR,CCR,2016-08-13 01:36:00,1.152,27.3781,1.2094,0.326,92.094486,6.515,82.34684
CCR,CCR,2016-08-13 01:36:00,1.167,27.3729,1.1934,0.3288,92.072878,6.48284,81.93282
CCR,CCR,2016-08-13 01:36:00,1.189,27.3697,1.1799,0.3343,92.032235,6.46392,81.68898
CCR,CCR,2016-08-13 01:36:00,1.205,27.3679,1.1689,0.3372,91.999914,6.44251,81.41578
CCR,CCR,2016-08-13 01:36:00,1.214,27.3673,1.157,0.3395,91.977345,6.41624,81.08302
CCR,CCR,2016-08-13 01:36:00,1.22,27.3678,1.1454,0.3406,91.960519,6.38827,80.73026
CCR,CCR,2016-08-13 01:36:00,1.22,27.3694,1.1378,0.3361,91.965049,6.37421,80.55487
CCR,CCR,2016-08-13 01:36:00,1.218,27.3721,1.1336,0.3271,91.984104,6.36258,80.41171
CCR,CCR,2016-08-13 01:36:00,1.215,27.3756,1.1334,0.3193,91.990601,6.34667,80.21568
CCR,CCR,2016-08-13 01:36:00,1.212,27.3779,1.1399,0.3164,91.980243,6.32063,79.88983
CCR,CCR,2016-08-13 01:36:00,1.211,27.3774,1.1505,0.3175,91.96836,6.29088,79.51314
CCR,CCR,2016-08-13 01:36:00,1.216,27.3742,1.159,0.3218,91.963842,6.25386,79.04071
CCR,CCR,2016-08-13 01:36:00,1.232,27.3702,1.1647,0.326,91.949404,6.20839,78.46043
CCR,CCR,2016-08-13 01:36:00,1.255,27.367,1.1691,0.323,91.917176,6.15603,77.79428
CCR,CCR,2016-08-13 01:36:00,1.269,27.3648,1.1734,0.3167,91.906807,6.11076,77.21916
CCR,CCR,2016-08-13 01:36:00,1.266,27.3631,1.1791,0.3168,91.939655,6.07699,76.7901
CCR,CCR,2016-08-13 01:36:00,1.254,27.3616,1.1857,0.3199,91.976236,6.03658,76.27734
CCR,CCR,2016-08-13 01:36:00,1.243,27.3602,1.1935,0.32,91.990122,6.02402,76.11677
CCR,CCR,2016-08-13 01:36:00,1.231,27.3583,1.2017,0.3183,92.001096,6.01825,76.04126
CCR,CCR,2016-08-13 01:36:00,1.223,27.3554,1.2052,0.3155,92.018115,6.01556,76.0034
CCR,CCR,2016-08-13 01:36:00,1.219,27.3522,1.1993,0.313,92.023607,6.02473,76.11487
CCR,CCR,2016-08-13 01:36:00,1.23,27.3506,1.1822,0.3136,92.000943,6.03902,76.29328
CCR,CCR,2016-08-13 01:36:00,1.255,27.3514,1.1602,0.3153,91.956141,6.06477,76.6196
CCR,CCR,2016-08-13 01:36:00,1.277,27.3541,1.1439,0.3138,91.937558,6.08204,76.84153
CCR,CCR,2016-08-13 01:36:00,1.289,27.3578,1.1361,0.3123,91.964358,6.09848,77.05434
CCR,CCR,2016-08-13 01:36:00,1.291,27.3618,1.1352,0.3137,91.993436,6.11467,77.26443
CCR,CCR,2016-08-13 01:36:00,1.286,27.3655,1.1422,0.3139,92.010433,6.12409,77.38861
CCR,CCR,2016-08-13 01:36:00,1.277,27.3687,1.1549,0.3117,92.025912,6.12517,77.40662
CCR,CCR,2016-08-13 01:36:00,1.274,27.3714,1.1683,0.3123,92.03596,6.13288,77.50781
CCR,CCR,2016-08-13 01:36:00,1.281,27.3736,1.181,0.3148,92.043258,6.14311,77.64017
CCR,CCR,2016-08-13 01:36:00,1.292,27.3754,1.1948,0.314,92.047742,6.14549,77.67265
CCR,CCR,2016-08-13 01:36:00,1.3,27.3766,1.2081,0.3132,92.044578,6.13224,77.50686
CCR,CCR,2016-08-13 01:36:00,1.304,27.3771,1.218,0.3167,92.028902,6.11644,77.30789
CCR,CCR,2016-08-13 01:36:00,1.304,27.3769,1.2234,0.3232,91.992514,6.11112,77.24037
CCR,CCR,2016-08-13 01:36:00,1.301,27.3763,1.2242,0.3299,91.953853,6.11566,77.29685
CCR,CCR,2016-08-13 01:36:00,1.302,27.3759,1.2214,0.3329,91.92673,6.13727,77.56944
CCR,CCR,2016-08-13 01:36:00,1.297,27.3762,1.216,0.3293,91.899892,6.16409,77.90891
CCR,CCR,2016-08-13 01:36:00,1.284,27.3775,1.2056,0.3218,91.896335,6.196,78.31394
CCR,CCR,2016-08-13 01:36:00,1.28,27.3798,1.1865,0.3153,91.92717,6.24061,78.88108
CCR,CCR,2016-08-13 01:36:00,1.292,27.3831,1.1626,0.3091,91.952379,6.30501,79.69975
CCR,CCR,2016-08-13 01:36:00,1.314,27.388,1.1437,0.3028,91.962601,6.34738,80.24244
CCR,CCR,2016-08-13 01:36:00,1.343,27.3944,1.1338,0.3014,91.984683,6.37251,80.56928
CCR,CCR,2016-08-13 01:36:00,1.366,27.4013,1.1318,0.3036,92.010445,6.38697,80.76209
CCR,CCR,2016-08-13 01:36:00,1.391,27.4076,1.1382,0.3052,92.006552,6.38675,80.7683
CCR,CCR,2016-08-13 01:36:00,1.411,27.4126,1.1497,0.3102,91.992069,6.37785,80.66292
CCR,CCR,2016-08-13 01:36:00,1.429,27.4168,1.1609,0.3188,92.005345,6.35798,80.41764
CCR,CCR,2016-08-13 01:36:00,1.447,27.421,1.1696,0.3228,92.023789,6.35022,80.32552
CCR,CCR,2016-08-13 01:36:00,1.459,27.4257,1.1746,0.3235,92.030209,6.3487,80.31306
CCR,CCR,2016-08-13 01:36:00,1.473,27.4305,1.1763,0.329,92.0424,6.34263,80.24313
CCR,CCR,2016-08-13 01:36:00,1.486,27.4351,1.1767,0.3362,92.053561,6.34813,80.31927
CCR,CCR,2016-08-13 01:36:00,1.494,27.4397,1.1766,0.3344,92.05059,6.3652,80.54187
CCR,CCR,2016-08-13 01:36:00,1.501,27.4443,1.1763,0.3243,92.052794,6.38411,80.78776
CCR,CCR,2016-08-13 01:36:00,1.516,27.449,1.1776,0.3169,92.080864,6.42156,81.26848
CCR,CCR,2016-08-13 01:36:00,1.538,27.4538,1.1825,0.316,92.116153,6.46358,81.80724
CCR,CCR,2016-08-13 01:36:00,1.563,27.4583,1.19,0.3202,92.131889,6.51062,82.40926
CCR,CCR,2016-08-13 01:36:00,1.584,27.4621,1.2004,0.3272,92.144331,6.55949,83.03346
CCR,CCR,2016-08-13 01:36:00,1.612,27.4659,1.2134,0.3285,92.172877,6.61067,83.68703
CCR,CCR,2016-08-13 01:36:00,1.645,27.4699,1.2248,0.3245,92.196998,6.64538,84.13246
CCR,CCR,2016-08-13 01:36:00,1.669,27.4737,1.2331,0.3279,92.207045,6.6606,84.33082
CCR,CCR,2016-08-13 01:36:00,1.683,27.4768,1.2419,0.336,92.211728,6.68554,84.65117
CCR,CCR,2016-08-13 01:36:00,1.689,27.4791,1.2532,0.342,92.222348,6.71694,85.05228
